currency,date,buy,sell
EUR,18-07-2025,48.03,49.0196078431
EUR,19-07-2025,48.26,49.0196078431
EUR,20-07-2025,48.26,49.0196078431
EUR,21-07-2025,48.26,49.0196078431
EUR,22-07-2025,48.32,49.0196078431
EUR,22-07-2025,48.5,49.2610837438
EUR,23-07-2025,48.4,49.2610837438
EUR,23-07-2025,48.6,49.504950495
EUR,24-07-2025,48.5,49.504950495
EUR,25-07-2025,48.65,49.504950495
EUR,26-07-2025,48.56,49.504950495
EUR,27-07-2025,48.56,49.504950495
EUR,28-07-2025,48.56,49.504950495
EUR,28-07-2025,48.4,49.2610837438
EUR,29-07-2025,48.26,49.2610837438
EUR,29-07-2025,47.96,49.0196078431
EUR,30-07-2025,47.69,48.7804878049
EUR,31-07-2025,47.44,48.5436893204
EUR,01-08-2025,47.31,48.0769230769
EUR,01-08-2025,47.7,48.7804878049
EUR,02-08-2025,47.6,48.7804878049
EUR,03-08-2025,47.6,48.7804878049
EUR,04-08-2025,47.6,48.7804878049
EUR,05-08-2025,47.97,48.7804878049
EUR,06-08-2025,47.69,48.5436893204
EUR,07-08-2025,47.94,48.7804878049
EUR,08-08-2025,47.96,48.7804878049
EUR,09-08-2025,47.93,48.7804878049
EUR,10-08-2025,47.93,48.7804878049
EUR,11-08-2025,47.93,48.7804878049
EUR,12-08-2025,47.75,48.5436893204
EUR,13-08-2025,47.83,48.5436893204
EUR,13-08-2025,48.07,48.7804878049
EUR,14-08-2025,48.18,48.7804878049
EUR,15-08-2025,47.97,48.7804878049
EUR,16-08-2025,48.05,48.7804878049
EUR,17-08-2025,48.05,48.7804878049
EUR,18-08-2025,48.05,48.7804878049
EUR,19-08-2025,47.91,48.7804878049
EUR,19-08-2025,47.87,48.5436893204
EUR,20-08-2025,47.92,48.7804878049
EUR,20-08-2025,47.75,48.5436893204
EUR,21-08-2025,47.81,48.5436893204
EUR,22-08-2025,47.63,48.5436893204
EUR,22-08-2025,47.38,48.309178744
EUR,23-08-2025,47.8,48.7804878049
EUR,24-08-2025,47.8,48.7804878049
EUR,25-08-2025,47.8,48.7804878049
EUR,26-08-2025,48.12,48.7804878049
EUR,27-08-2025,47.86,48.5436893204
EUR,28-08-2025,47.52,48.5436893204
EUR,29-08-2025,47.82,48.5436893204
EUR,30-08-2025,47.86,48.7804878049
EUR,31-08-2025,47.86,48.7804878049
EUR,01-09-2025,47.86,48.7804878049
EUR,02-09-2025,48,48.7804878049
EUR,02-09-2025,47.69,48.5436893204
EUR,03-09-2025,47.78,48.7804878049
EUR,03-09-2025,47.8,48.5436893204
EUR,04-09-2025,47.8,48.5436893204
EUR,05-09-2025,47.74,48.5436893204
EUR,06-09-2025,48.05,48.7804878049
EUR,07-09-2025,48.05,48.7804878049
EUR,08-09-2025,48.05,48.7804878049
EUR,09-09-2025,48.05,48.7804878049
EUR,10-09-2025,47.94,48.7804878049
EUR,11-09-2025,47.98,48.7804878049
EUR,12-09-2025,48.14,48.7804878049
EUR,13-09-2025,48.01,48.7804878049
EUR,14-09-2025,48.01,48.7804878049
EUR,15-09-2025,48.01,48.7804878049
EUR,16-09-2025,48.09,48.7804878049
EUR,17-09-2025,48.24,49.0196078431
EUR,17-09-2025,48.43,49.2610837438
EUR,18-09-2025,48.43,49.2610837438
EUR,19-09-2025,48.22,49.2610837438
EUR,19-09-2025,48.15,49.0196078431
EUR,20-09-2025,48.22,49.0196078431
EUR,21-09-2025,48.22,49.0196078431
EUR,22-09-2025,48.22,49.0196078431
EUR,23-09-2025,48.36,49.0196078431
EUR,23-09-2025,48.45,49.2610837438
EUR,24-09-2025,48.48,49.2610837438
EUR,25-09-2025,48.25,49.2610837438
EUR,26-09-2025,48.14,49.0196078431
EUR,27-09-2025,48.1,49.0196078431
EUR,28-09-2025,48.1,49.0196078431
EUR,29-09-2025,48.1,49.0196078431
EUR,30-09-2025,48.2,49.0196078431
EUR,01-10-2025,47.93,48.7804878049
EUR,02-10-2025,48.06,48.7804878049
EUR,03-10-2025,48.06,48.7804878049
EUR,04-10-2025,48.18,49.0196078431
EUR,05-10-2025,48.18,49.0196078431
EUR,06-10-2025,48.18,49.0196078431
EUR,06-10-2025,48.09,48.7804878049
EUR,07-10-2025,47.93,48.7804878049
EUR,08-10-2025,47.8,48.7804878049
EUR,08-10-2025,47.64,48.5436893204
EUR,09-10-2025,47.87,48.5436893204
EUR,09-10-2025,47.91,48.7804878049
EUR,09-10-2025,47.78,48.5436893204
EUR,10-10-2025,47.77,48.5436893204
EUR,11-10-2025,47.85,48.5436893204
EUR,12-10-2025,47.85,48.5436893204
EUR,13-10-2025,47.85,48.5436893204
EUR,13-10-2025,48.04,48.7804878049
EUR,14-10-2025,47.8,48.5436893204
EUR,14-10-2025,47.91,48.7804878049
EUR,15-10-2025,47.87,48.7804878049
EUR,15-10-2025,48.18,49.0196078431
EUR,16-10-2025,48.03,48.7804878049
EUR,16-10-2025,48.21,49.0196078431
EUR,17-10-2025,48.36,49.0196078431
EUR,17-10-2025,48.5,49.2610837438
EUR,18-10-2025,48.46,49.2610837438
EUR,19-10-2025,48.46,49.2610837438
EUR,20-10-2025,48.46,49.2610837438
EUR,21-10-2025,48.34,49.2610837438
